condition,faithfulness_score,is_hallucination,total_latency_ms,dataset,base_index_s,raptor_index_s
hcpc_v2,0.8579,False,1810.946,squad,8.01,175.354
crag,0.7354,False,1088.067,squad,8.01,175.354
raptor_2l,0.7354,False,1439.436,squad,8.01,175.354
hcpc_v2,0.813,False,918.95,squad,8.01,175.354
crag,0.8891,False,1142.909,squad,8.01,175.354
raptor_2l,0.8891,False,1678.128,squad,8.01,175.354
hcpc_v2,0.9533,False,1113.225,squad,8.01,175.354
crag,0.9533,False,1242.449,squad,8.01,175.354
raptor_2l,0.9516,False,1617.56,squad,8.01,175.354
hcpc_v2,0.9247,False,827.323,squad,8.01,175.354
crag,0.9247,False,880.463,squad,8.01,175.354
raptor_2l,0.9247,False,1316.133,squad,8.01,175.354
hcpc_v2,1.0,False,377.71,squad,8.01,175.354
crag,1.0,False,376.889,squad,8.01,175.354
raptor_2l,1.0,False,900.381,squad,8.01,175.354
hcpc_v2,0.7738,False,1679.663,squad,8.01,175.354
crag,0.5107,False,2071.452,squad,8.01,175.354
raptor_2l,0.8925,False,1441.571,squad,8.01,175.354
hcpc_v2,0.884,False,1373.263,squad,8.01,175.354
crag,0.7623,False,1730.781,squad,8.01,175.354
raptor_2l,0.8967,False,1446.241,squad,8.01,175.354
hcpc_v2,0.697,False,1717.296,squad,8.01,175.354
crag,0.697,False,1398.827,squad,8.01,175.354
raptor_2l,0.6259,False,1865.526,squad,8.01,175.354
hcpc_v2,0.7738,False,1989.956,squad,8.01,175.354
crag,0.5107,False,2155.648,squad,8.01,175.354
raptor_2l,0.8925,False,1522.761,squad,8.01,175.354
hcpc_v2,0.982,False,882.99,squad,8.01,175.354
crag,0.982,False,518.521,squad,8.01,175.354
raptor_2l,0.982,False,803.089,squad,8.01,175.354
hcpc_v2,0.8567,False,1251.03,squad,8.01,175.354
crag,0.8567,False,1042.345,squad,8.01,175.354
raptor_2l,0.8567,False,1514.432,squad,8.01,175.354
hcpc_v2,0.9247,False,1114.842,squad,8.01,175.354
crag,0.9247,False,786.15,squad,8.01,175.354
raptor_2l,0.9247,False,1306.577,squad,8.01,175.354
hcpc_v2,0.6918,False,1370.045,squad,8.01,175.354
crag,0.6918,False,1136.819,squad,8.01,175.354
raptor_2l,0.793,False,1220.207,squad,8.01,175.354
hcpc_v2,0.9421,False,1571.224,squad,8.01,175.354
crag,0.4784,True,646.852,squad,8.01,175.354
raptor_2l,0.5782,False,1664.836,squad,8.01,175.354
hcpc_v2,0.4443,True,1710.157,squad,8.01,175.354
crag,0.5494,False,1204.582,squad,8.01,175.354
raptor_2l,0.5494,False,1728.014,squad,8.01,175.354
hcpc_v2,0.6644,False,1304.187,squad,8.01,175.354
crag,0.6644,False,1048.575,squad,8.01,175.354
raptor_2l,0.7112,False,1592.043,squad,8.01,175.354
hcpc_v2,0.7652,False,3328.423,squad,8.01,175.354
crag,0.672,False,2921.419,squad,8.01,175.354
raptor_2l,0.7632,False,1455.663,squad,8.01,175.354
hcpc_v2,0.9421,False,1508.717,squad,8.01,175.354
crag,0.4784,True,636.662,squad,8.01,175.354
raptor_2l,0.5782,False,1616.349,squad,8.01,175.354
hcpc_v2,0.5799,False,518.686,squad,8.01,175.354
crag,0.5799,False,669.158,squad,8.01,175.354
raptor_2l,0.793,False,1232.416,squad,8.01,175.354
hcpc_v2,0.8695,False,2154.453,squad,8.01,175.354
crag,0.8873,False,1350.59,squad,8.01,175.354
raptor_2l,0.7805,False,1760.776,squad,8.01,175.354
hcpc_v2,0.945,False,1097.45,squad,8.01,175.354
crag,0.945,False,1224.886,squad,8.01,175.354
raptor_2l,0.6229,False,1247.102,squad,8.01,175.354
hcpc_v2,0.9731,False,1205.011,squad,8.01,175.354
crag,0.6406,False,2201.895,squad,8.01,175.354
raptor_2l,1.0,False,1046.754,squad,8.01,175.354
hcpc_v2,0.6101,False,929.606,squad,8.01,175.354
crag,0.6101,False,733.237,squad,8.01,175.354
raptor_2l,0.6101,False,1065.378,squad,8.01,175.354
hcpc_v2,0.806,False,1011.794,squad,8.01,175.354
crag,0.806,False,908.619,squad,8.01,175.354
raptor_2l,0.7093,False,1481.09,squad,8.01,175.354
hcpc_v2,0.9247,False,1065.624,squad,8.01,175.354
crag,0.9247,False,745.552,squad,8.01,175.354
raptor_2l,0.9247,False,1274.602,squad,8.01,175.354
hcpc_v2,0.6757,False,1137.697,squad,8.01,175.354
crag,0.6757,False,1072.533,squad,8.01,175.354
raptor_2l,0.6757,False,1523.669,squad,8.01,175.354
hcpc_v2,0.9247,False,656.624,squad,8.01,175.354
crag,0.9247,False,893.25,squad,8.01,175.354
raptor_2l,0.9247,False,1347.796,squad,8.01,175.354
hcpc_v2,0.9411,False,1230.099,squad,8.01,175.354
crag,0.9411,False,1268.278,squad,8.01,175.354
raptor_2l,0.9411,False,1659.847,squad,8.01,175.354
hcpc_v2,0.6293,False,556.099,squad,8.01,175.354
crag,0.7164,False,1777.362,squad,8.01,175.354
raptor_2l,0.6706,False,1766.302,squad,8.01,175.354
hcpc_v2,0.6985,False,702.423,squad,8.01,175.354
crag,0.5273,False,3336.504,squad,8.01,175.354
raptor_2l,0.6871,False,1751.388,squad,8.01,175.354
hcpc_v2,0.7602,False,1999.669,squad,8.01,175.354
crag,0.7426,False,1513.551,squad,8.01,175.354
raptor_2l,1.0,False,864.637,squad,8.01,175.354
hcpc_v2,0.5777,False,1278.523,squad,8.01,175.354
crag,0.5994,False,1017.778,squad,8.01,175.354
raptor_2l,0.5777,False,1445.765,squad,8.01,175.354
hcpc_v2,0.6925,False,1689.842,squad,8.01,175.354
crag,0.5546,False,1670.575,squad,8.01,175.354
raptor_2l,0.6925,False,1879.059,squad,8.01,175.354
hcpc_v2,0.7716,False,2968.097,squad,8.01,175.354
crag,0.7491,False,3027.643,squad,8.01,175.354
raptor_2l,0.892,False,3024.852,squad,8.01,175.354
hcpc_v2,0.8595,False,2502.523,squad,8.01,175.354
crag,0.5012,False,851.658,squad,8.01,175.354
raptor_2l,0.6275,False,2727.415,squad,8.01,175.354
hcpc_v2,0.9783,False,1274.593,squad,8.01,175.354
crag,0.9736,False,864.935,squad,8.01,175.354
raptor_2l,0.7547,False,2561.2,squad,8.01,175.354
hcpc_v2,0.7878,False,1060.958,squad,8.01,175.354
crag,0.7878,False,941.867,squad,8.01,175.354
raptor_2l,0.7878,False,1293.0,squad,8.01,175.354
hcpc_v2,0.5188,False,3863.206,squad,8.01,175.354
crag,0.6269,False,2774.66,squad,8.01,175.354
raptor_2l,0.5343,False,3977.718,squad,8.01,175.354
hcpc_v2,0.7543,False,2267.562,squad,8.01,175.354
crag,0.6022,False,815.197,squad,8.01,175.354
raptor_2l,0.7483,False,2373.982,squad,8.01,175.354
hcpc_v2,1.0,False,829.879,squad,8.01,175.354
crag,1.0,False,261.465,squad,8.01,175.354
raptor_2l,1.0,False,647.776,squad,8.01,175.354
hcpc_v2,0.5198,False,15980.245,squad,8.01,175.354
crag,0.5198,False,1351.691,squad,8.01,175.354
raptor_2l,0.484,True,1615.693,squad,8.01,175.354
hcpc_v2,0.7831,False,1637.447,squad,8.01,175.354
crag,0.7435,False,1755.618,squad,8.01,175.354
raptor_2l,0.5984,False,1573.656,squad,8.01,175.354
hcpc_v2,0.9732,False,1638.929,squad,8.01,175.354
crag,0.8599,False,876.341,squad,8.01,175.354
raptor_2l,0.9592,False,2025.188,squad,8.01,175.354
hcpc_v2,0.7548,False,2334.264,squad,8.01,175.354
crag,0.6032,False,861.215,squad,8.01,175.354
raptor_2l,0.7378,False,2502.257,squad,8.01,175.354
hcpc_v2,0.5369,False,1816.936,squad,8.01,175.354
crag,0.5369,False,1757.864,squad,8.01,175.354
raptor_2l,0.5369,False,2086.947,squad,8.01,175.354
hcpc_v2,1.0,False,807.289,squad,8.01,175.354
crag,1.0,False,666.775,squad,8.01,175.354
raptor_2l,1.0,False,931.871,squad,8.01,175.354
hcpc_v2,0.9783,False,1483.863,squad,8.01,175.354
crag,0.9783,False,840.193,squad,8.01,175.354
raptor_2l,0.9783,False,1448.114,squad,8.01,175.354
hcpc_v2,0.4617,True,2490.832,squad,8.01,175.354
crag,0.6263,False,1005.663,squad,8.01,175.354
raptor_2l,0.4344,True,2543.199,squad,8.01,175.354
hcpc_v2,0.9658,False,1217.612,squad,8.01,175.354
crag,0.5696,False,1994.653,squad,8.01,175.354
raptor_2l,0.9658,False,1334.562,squad,8.01,175.354
hcpc_v2,0.8421,False,2060.324,squad,8.01,175.354
crag,1.0,False,346.899,squad,8.01,175.354
raptor_2l,0.7265,False,1783.519,squad,8.01,175.354
hcpc_v2,0.9593,False,1379.91,squad,8.01,175.354
crag,0.6769,False,3626.94,squad,8.01,175.354
raptor_2l,0.9649,False,1513.342,squad,8.01,175.354
hcpc_v2,0.9734,False,1810.803,squad,8.01,175.354
crag,0.9734,False,1411.027,squad,8.01,175.354
raptor_2l,0.6194,False,2594.738,squad,8.01,175.354
hcpc_v2,1.0,False,828.343,squad,8.01,175.354
crag,1.0,False,260.638,squad,8.01,175.354
raptor_2l,1.0,False,640.596,squad,8.01,175.354
hcpc_v2,0.8411,False,1268.636,squad,8.01,175.354
crag,0.9298,False,903.613,squad,8.01,175.354
raptor_2l,0.5559,False,2394.741,squad,8.01,175.354
hcpc_v2,0.679,False,1613.169,squad,8.01,175.354
crag,0.679,False,1292.069,squad,8.01,175.354
raptor_2l,0.679,False,1574.412,squad,8.01,175.354
hcpc_v2,0.6219,False,759.639,squad,8.01,175.354
crag,0.7507,False,784.425,squad,8.01,175.354
raptor_2l,1.0,False,510.946,squad,8.01,175.354
hcpc_v2,0.6629,False,1077.835,squad,8.01,175.354
crag,1.0,False,323.578,squad,8.01,175.354
raptor_2l,0.6327,False,1193.144,squad,8.01,175.354
hcpc_v2,0.7598,False,1368.202,squad,8.01,175.354
crag,0.7598,False,819.04,squad,8.01,175.354
raptor_2l,0.7646,False,859.311,squad,8.01,175.354
hcpc_v2,1.0,False,669.211,squad,8.01,175.354
crag,1.0,False,421.604,squad,8.01,175.354
raptor_2l,1.0,False,723.354,squad,8.01,175.354
hcpc_v2,0.5556,False,2778.933,squad,8.01,175.354
crag,0.5216,False,3151.141,squad,8.01,175.354
raptor_2l,0.7654,False,788.975,squad,8.01,175.354
hcpc_v2,0.6391,False,2618.96,squad,8.01,175.354
crag,0.4286,True,1705.278,squad,8.01,175.354
raptor_2l,0.8227,False,1983.237,squad,8.01,175.354
hcpc_v2,0.7841,False,3146.432,squad,8.01,175.354
crag,0.59,False,1631.466,squad,8.01,175.354
raptor_2l,0.7249,False,3874.8,squad,8.01,175.354
hcpc_v2,0.7368,False,1083.376,squad,8.01,175.354
crag,0.7368,False,708.09,squad,8.01,175.354
raptor_2l,1.0,False,544.347,squad,8.01,175.354
hcpc_v2,0.7215,False,1634.437,squad,8.01,175.354
crag,0.7278,False,609.147,squad,8.01,175.354
raptor_2l,0.7013,False,1492.649,squad,8.01,175.354
hcpc_v2,0.8232,False,1310.724,squad,8.01,175.354
crag,1.0,False,241.443,squad,8.01,175.354
raptor_2l,0.4624,True,2328.03,squad,8.01,175.354
hcpc_v2,0.7368,False,1096.649,squad,8.01,175.354
crag,0.7368,False,664.791,squad,8.01,175.354
raptor_2l,1.0,False,540.282,squad,8.01,175.354
hcpc_v2,0.6797,False,1456.477,squad,8.01,175.354
crag,1.0,False,282.229,squad,8.01,175.354
raptor_2l,0.6797,False,1438.668,squad,8.01,175.354
hcpc_v2,0.6844,False,3325.35,squad,8.01,175.354
crag,0.5583,False,2347.716,squad,8.01,175.354
raptor_2l,1.0,False,725.095,squad,8.01,175.354
hcpc_v2,0.8988,False,1789.692,squad,8.01,175.354
crag,0.714,False,368.34,squad,8.01,175.354
raptor_2l,0.5297,False,1255.614,squad,8.01,175.354
hcpc_v2,0.7368,False,1064.675,squad,8.01,175.354
crag,0.7368,False,678.574,squad,8.01,175.354
raptor_2l,1.0,False,516.78,squad,8.01,175.354
hcpc_v2,0.7801,False,1193.23,squad,8.01,175.354
crag,0.8602,False,821.011,squad,8.01,175.354
raptor_2l,0.5638,False,2299.243,squad,8.01,175.354
hcpc_v2,0.8119,False,751.087,squad,8.01,175.354
crag,0.8119,False,378.237,squad,8.01,175.354
raptor_2l,0.8119,False,745.445,squad,8.01,175.354
hcpc_v2,0.6599,False,2186.601,squad,8.01,175.354
crag,0.7522,False,936.513,squad,8.01,175.354
raptor_2l,0.7482,False,1210.828,squad,8.01,175.354
hcpc_v2,0.6436,False,2017.301,squad,8.01,175.354
crag,0.629,False,3971.783,squad,8.01,175.354
raptor_2l,0.6771,False,4287.982,squad,8.01,175.354
hcpc_v2,0.7137,False,1654.223,squad,8.01,175.354
crag,0.6,False,1612.788,squad,8.01,175.354
raptor_2l,1.0,False,655.464,squad,8.01,175.354
hcpc_v2,0.4422,True,2109.974,squad,8.01,175.354
crag,0.4422,True,1635.294,squad,8.01,175.354
raptor_2l,0.6616,False,818.806,squad,8.01,175.354
hcpc_v2,0.611,False,3079.851,squad,8.01,175.354
crag,0.731,False,2146.253,squad,8.01,175.354
raptor_2l,0.6025,False,3728.552,squad,8.01,175.354
hcpc_v2,0.9901,False,1433.339,squad,8.01,175.354
crag,0.8892,False,1195.19,squad,8.01,175.354
raptor_2l,0.8296,False,1170.719,squad,8.01,175.354
hcpc_v2,0.9397,False,1435.653,squad,8.01,175.354
crag,0.513,False,2888.623,squad,8.01,175.354
raptor_2l,0.5501,False,3119.265,squad,8.01,175.354
hcpc_v2,0.6876,False,1894.169,squad,8.01,175.354
crag,0.9943,False,661.164,squad,8.01,175.354
raptor_2l,0.6876,False,1933.958,squad,8.01,175.354
hcpc_v2,1.0,False,654.102,squad,8.01,175.354
crag,1.0,False,484.245,squad,8.01,175.354
raptor_2l,1.0,False,963.788,squad,8.01,175.354
hcpc_v2,0.6206,False,1581.615,squad,8.01,175.354
crag,0.6206,False,1170.897,squad,8.01,175.354
raptor_2l,0.6206,False,1731.43,squad,8.01,175.354
hcpc_v2,0.9676,False,1249.777,squad,8.01,175.354
crag,0.9676,False,1212.022,squad,8.01,175.354
raptor_2l,1.0,False,858.608,squad,8.01,175.354
hcpc_v2,0.9434,False,1161.835,squad,8.01,175.354
crag,0.7684,False,2169.276,squad,8.01,175.354
raptor_2l,0.9434,False,1664.194,squad,8.01,175.354
hcpc_v2,0.7363,False,1459.814,squad,8.01,175.354
crag,0.6197,False,580.87,squad,8.01,175.354
raptor_2l,0.3852,True,4439.162,squad,8.01,175.354
hcpc_v2,0.8206,False,1225.259,squad,8.01,175.354
crag,0.8447,False,1027.746,squad,8.01,175.354
raptor_2l,0.8447,False,1557.549,squad,8.01,175.354
hcpc_v2,0.6346,False,1456.872,squad,8.01,175.354
crag,0.6802,False,1437.906,squad,8.01,175.354
raptor_2l,0.6346,False,1734.127,squad,8.01,175.354
hcpc_v2,1.0,False,659.341,squad,8.01,175.354
crag,1.0,False,591.2,squad,8.01,175.354
raptor_2l,1.0,False,942.479,squad,8.01,175.354
hcpc_v2,1.0,False,354.731,squad,8.01,175.354
crag,1.0,False,555.328,squad,8.01,175.354
raptor_2l,0.8951,False,1564.112,squad,8.01,175.354
hcpc_v2,0.718,False,1094.094,squad,8.01,175.354
crag,0.718,False,1100.553,squad,8.01,175.354
raptor_2l,0.7873,False,1594.013,squad,8.01,175.354
hcpc_v2,0.8375,False,1162.263,squad,8.01,175.354
crag,0.8375,False,1003.073,squad,8.01,175.354
raptor_2l,1.0,False,960.272,squad,8.01,175.354
hcpc_v2,0.5988,False,1623.094,squad,8.01,175.354
crag,0.5988,False,1225.95,squad,8.01,175.354
raptor_2l,0.5988,False,1775.153,squad,8.01,175.354
hcpc_v2,1.0,False,607.015,squad,8.01,175.354
crag,0.6487,False,1109.36,squad,8.01,175.354
raptor_2l,1.0,False,929.741,squad,8.01,175.354
hcpc_v2,0.767,False,2637.939,squad,8.01,175.354
crag,0.7786,False,2353.343,squad,8.01,175.354
raptor_2l,0.7489,False,2357.874,squad,8.01,175.354
hcpc_v2,0.7987,False,1188.819,squad,8.01,175.354
crag,0.7756,False,857.846,squad,8.01,175.354
raptor_2l,0.7234,False,1026.518,squad,8.01,175.354
hcpc_v2,0.5744,False,4220.932,squad,8.01,175.354
crag,0.461,True,4228.095,squad,8.01,175.354
raptor_2l,0.395,True,2383.414,squad,8.01,175.354
hcpc_v2,0.9676,False,1245.825,squad,8.01,175.354
crag,0.9676,False,1204.834,squad,8.01,175.354
raptor_2l,1.0,False,879.5,squad,8.01,175.354
hcpc_v2,0.7582,False,686.097,squad,8.01,175.354
crag,0.7582,False,582.469,squad,8.01,175.354
raptor_2l,0.7582,False,1106.082,squad,8.01,175.354
hcpc_v2,0.9132,False,790.431,squad,8.01,175.354
crag,0.9132,False,639.094,squad,8.01,175.354
raptor_2l,0.9132,False,1031.066,squad,8.01,175.354
hcpc_v2,0.9541,False,1353.057,squad,8.01,175.354
crag,0.9541,False,1205.254,squad,8.01,175.354
raptor_2l,0.8645,False,1445.254,squad,8.01,175.354
hcpc_v2,0.873,False,1006.451,squad,8.01,175.354
crag,0.8625,False,1235.823,squad,8.01,175.354
raptor_2l,0.873,False,1513.122,squad,8.01,175.354
hcpc_v2,0.7152,False,1453.141,squad,8.01,175.354
crag,0.6197,False,552.033,squad,8.01,175.354
raptor_2l,0.7152,False,1802.066,squad,8.01,175.354
hcpc_v2,0.3593,True,1895.335,squad,8.01,175.354
crag,0.3593,True,1453.219,squad,8.01,175.354
raptor_2l,0.3593,True,1939.642,squad,8.01,175.354
hcpc_v2,0.9369,False,1734.213,squad,8.01,175.354
crag,0.9369,False,1571.175,squad,8.01,175.354
raptor_2l,0.8608,False,1376.391,squad,8.01,175.354
hcpc_v2,0.7582,False,663.213,squad,8.01,175.354
crag,0.6547,False,2079.186,squad,8.01,175.354
raptor_2l,0.7582,False,984.208,squad,8.01,175.354
hcpc_v2,0.9372,False,1144.742,squad,8.01,175.354
crag,1.0,False,561.587,squad,8.01,175.354
raptor_2l,0.9372,False,1434.12,squad,8.01,175.354
hcpc_v2,0.5205,False,598.356,squad,8.01,175.354
crag,0.5205,False,218.982,squad,8.01,175.354
raptor_2l,0.5205,False,633.991,squad,8.01,175.354
hcpc_v2,0.4664,True,2602.331,squad,8.01,175.354
crag,0.6109,False,2457.245,squad,8.01,175.354
raptor_2l,0.6293,False,922.161,squad,8.01,175.354
hcpc_v2,0.7634,False,1876.168,squad,8.01,175.354
crag,0.4789,True,2115.69,squad,8.01,175.354
raptor_2l,0.4789,True,2662.028,squad,8.01,175.354
hcpc_v2,0.7347,False,1654.235,squad,8.01,175.354
crag,0.8826,False,942.694,squad,8.01,175.354
raptor_2l,0.6989,False,2191.231,squad,8.01,175.354
hcpc_v2,0.7578,False,1374.524,squad,8.01,175.354
crag,0.8713,False,1208.007,squad,8.01,175.354
raptor_2l,0.7947,False,1606.189,squad,8.01,175.354
hcpc_v2,0.7239,False,1631.309,squad,8.01,175.354
crag,0.5205,False,223.378,squad,8.01,175.354
raptor_2l,0.5205,False,633.166,squad,8.01,175.354
hcpc_v2,0.62,False,1090.167,squad,8.01,175.354
crag,0.8653,False,1270.636,squad,8.01,175.354
raptor_2l,0.6783,False,2034.827,squad,8.01,175.354
hcpc_v2,0.6585,False,1391.39,squad,8.01,175.354
crag,0.9248,False,877.065,squad,8.01,175.354
raptor_2l,0.7054,False,1898.394,squad,8.01,175.354
hcpc_v2,0.7571,False,3038.918,squad,8.01,175.354
crag,0.8008,False,650.026,squad,8.01,175.354
raptor_2l,0.6835,False,1989.334,squad,8.01,175.354
hcpc_v2,0.8227,False,516.11,squad,8.01,175.354
crag,0.8574,False,1029.009,squad,8.01,175.354
raptor_2l,0.8227,False,918.021,squad,8.01,175.354
hcpc_v2,0.7129,False,2935.177,squad,8.01,175.354
crag,0.5146,False,2494.55,squad,8.01,175.354
raptor_2l,0.5777,False,3390.286,squad,8.01,175.354
hcpc_v2,0.6888,False,1616.495,squad,8.01,175.354
crag,0.7092,False,1247.557,squad,8.01,175.354
raptor_2l,0.6598,False,2143.089,squad,8.01,175.354
hcpc_v2,0.6876,False,2357.844,squad,8.01,175.354
crag,0.6682,False,942.809,squad,8.01,175.354
raptor_2l,0.6381,False,2701.455,squad,8.01,175.354
hcpc_v2,0.6828,False,1664.196,squad,8.01,175.354
crag,0.4578,True,1864.262,squad,8.01,175.354
raptor_2l,0.6274,False,1858.115,squad,8.01,175.354
hcpc_v2,0.5752,False,3544.355,squad,8.01,175.354
crag,0.5146,False,3146.114,squad,8.01,175.354
raptor_2l,0.3381,True,1911.008,squad,8.01,175.354
hcpc_v2,0.467,True,2670.455,squad,8.01,175.354
crag,0.9141,False,2105.32,squad,8.01,175.354
raptor_2l,0.6719,False,1444.732,squad,8.01,175.354
hcpc_v2,0.5799,False,515.559,squad,8.01,175.354
crag,0.6393,False,1211.026,squad,8.01,175.354
raptor_2l,0.5799,False,988.389,squad,8.01,175.354
hcpc_v2,0.4458,True,1934.047,squad,8.01,175.354
crag,0.6178,False,2879.418,squad,8.01,175.354
raptor_2l,0.4866,True,2277.316,squad,8.01,175.354
hcpc_v2,0.5698,False,673.47,squad,8.01,175.354
crag,0.3946,True,1659.5,squad,8.01,175.354
raptor_2l,0.5698,False,1105.505,squad,8.01,175.354
hcpc_v2,0.8043,False,2139.184,squad,8.01,175.354
crag,0.8043,False,1688.953,squad,8.01,175.354
raptor_2l,0.78,False,1856.119,squad,8.01,175.354
hcpc_v2,0.7636,False,1166.886,squad,8.01,175.354
crag,0.7204,False,1042.759,squad,8.01,175.354
raptor_2l,0.7636,False,1499.169,squad,8.01,175.354
hcpc_v2,0.6218,False,1548.408,squad,8.01,175.354
crag,0.5442,False,1951.601,squad,8.01,175.354
raptor_2l,0.5422,False,1878.111,squad,8.01,175.354
hcpc_v2,0.5698,False,564.753,squad,8.01,175.354
crag,0.5698,False,245.839,squad,8.01,175.354
raptor_2l,0.5698,False,792.49,squad,8.01,175.354
hcpc_v2,0.3211,True,2228.714,squad,8.01,175.354
crag,0.4732,True,2143.744,squad,8.01,175.354
raptor_2l,0.4733,True,1817.654,squad,8.01,175.354
hcpc_v2,0.5799,False,749.322,squad,8.01,175.354
crag,0.5799,False,602.994,squad,8.01,175.354
raptor_2l,0.5799,False,1034.881,squad,8.01,175.354
hcpc_v2,0.6498,False,2270.657,squad,8.01,175.354
crag,0.5534,False,2053.932,squad,8.01,175.354
raptor_2l,0.5085,False,4075.539,squad,8.01,175.354
hcpc_v2,0.707,False,1746.013,squad,8.01,175.354
crag,0.7942,False,601.369,squad,8.01,175.354
raptor_2l,0.6817,False,2273.266,squad,8.01,175.354
hcpc_v2,0.5799,False,822.442,squad,8.01,175.354
crag,0.5799,False,677.42,squad,8.01,175.354
raptor_2l,0.5799,False,1065.804,squad,8.01,175.354
hcpc_v2,0.7968,False,1494.336,squad,8.01,175.354
crag,0.7932,False,1503.577,squad,8.01,175.354
raptor_2l,0.7968,False,2032.245,squad,8.01,175.354
hcpc_v2,0.5849,False,1710.133,squad,8.01,175.354
crag,0.7238,False,907.244,squad,8.01,175.354
raptor_2l,0.6073,False,1881.524,squad,8.01,175.354
hcpc_v2,0.8065,False,1880.741,squad,8.01,175.354
crag,0.7548,False,1572.364,squad,8.01,175.354
